fare_id,price,currency_type,payment_method,transfers
69-39,23.35,CAD,1,
39-69,23.35,CAD,1,
68-39,22.80,CAD,1,
39-68,22.80,CAD,1,
67-39,21.95,CAD,1,
39-67,21.95,CAD,1,
66-39,21.30,CAD,1,
39-66,21.30,CAD,1,
65-39,20.10,CAD,1,
39-65,20.10,CAD,1,
64-39,19.05,CAD,1,
39-64,19.05,CAD,1,
63-39,18.55,CAD,1,
39-63,18.55,CAD,1,
62-39,17.90,CAD,1,
39-62,17.90,CAD,1,
61-39,17.10,CAD,1,
39-61,17.10,CAD,1,
60-39,17.05,CAD,1,
39-60,17.05,CAD,1,
58-39,19.85,CAD,1,
39-58,19.85,CAD,1,
57-39,19.45,CAD,1,
39-57,19.45,CAD,1,
56-39,18.50,CAD,1,
39-56,18.50,CAD,1,
55-39,25.85,CAD,1,
39-55,25.85,CAD,1,
54-39,24.70,CAD,1,
39-54,24.70,CAD,1,
53-39,23.55,CAD,1,
39-53,23.55,CAD,1,
52-39,22.15,CAD,1,
39-52,22.15,CAD,1,
51-39,21.15,CAD,1,
39-51,21.15,CAD,1,
46-39,21.30,CAD,1,
39-46,21.30,CAD,1,
45-39,20.10,CAD,1,
39-45,20.10,CAD,1,
44-39,19.30,CAD,1,
39-44,19.30,CAD,1,
43-39,13.65,CAD,1,
39-43,13.65,CAD,1,
42-39,13.20,CAD,1,
39-42,13.20,CAD,1,
41-39,11.90,CAD,1,
39-41,11.90,CAD,1,
39-39,5.30,CAD,1,
1084-38,31.00,CAD,1,
38-1084,31.00,CAD,1,
1083-38,29.05,CAD,1,
38-1083,29.05,CAD,1,
97-38,22.05,CAD,1,
38-97,22.05,CAD,1,
96-38,21.10,CAD,1,
38-96,21.10,CAD,1,
95-38,20.60,CAD,1,
38-95,20.60,CAD,1,
94-38,20.10,CAD,1,
38-94,20.10,CAD,1,
93-38,19.35,CAD,1,
38-93,19.35,CAD,1,
92-38,18.65,CAD,1,
38-92,18.65,CAD,1,
91-38,18.05,CAD,1,
38-91,18.05,CAD,1,
90-38,16.55,CAD,1,
38-90,16.55,CAD,1,
89-38,16.55,CAD,1,
38-89,16.55,CAD,1,
88-38,19.35,CAD,1,
38-88,19.35,CAD,1,
87-38,17.90,CAD,1,
38-87,17.90,CAD,1,
86-38,17.30,CAD,1,
38-86,17.30,CAD,1,
85-38,25.80,CAD,1,
38-85,25.80,CAD,1,
84-38,28.00,CAD,1,
38-84,28.00,CAD,1,
83-38,26.05,CAD,1,
38-83,26.05,CAD,1,
82-38,23.80,CAD,1,
38-82,23.80,CAD,1,
81-38,23.10,CAD,1,
38-81,23.10,CAD,1,
80-38,21.85,CAD,1,
38-80,21.85,CAD,1,
77-38,14.80,CAD,1,
38-77,14.80,CAD,1,
76-38,21.35,CAD,1,
38-76,21.35,CAD,1,
75-38,20.75,CAD,1,
38-75,20.75,CAD,1,
74-38,19.85,CAD,1,
38-74,19.85,CAD,1,
73-38,18.95,CAD,1,
38-73,18.95,CAD,1,
72-38,18.45,CAD,1,
38-72,18.45,CAD,1,
71-38,18.30,CAD,1,
38-71,18.30,CAD,1,
70-38,18.10,CAD,1,
38-70,18.10,CAD,1,
69-38,22.65,CAD,1,
38-69,22.65,CAD,1,
68-38,22.15,CAD,1,
38-68,22.15,CAD,1,
67-38,21.25,CAD,1,
38-67,21.25,CAD,1,
66-38,20.65,CAD,1,
38-66,20.65,CAD,1,
65-38,19.40,CAD,1,
38-65,19.40,CAD,1,
64-38,18.40,CAD,1,
38-64,18.40,CAD,1,
63-38,17.85,CAD,1,
38-63,17.85,CAD,1,
62-38,17.25,CAD,1,
38-62,17.25,CAD,1,
61-38,16.45,CAD,1,
38-61,16.45,CAD,1,
60-38,16.40,CAD,1,
38-60,16.40,CAD,1,
58-38,19.10,CAD,1,
38-58,19.10,CAD,1,
57-38,18.75,CAD,1,
38-57,18.75,CAD,1,
56-38,17.75,CAD,1,
38-56,17.75,CAD,1,
55-38,25.20,CAD,1,
38-55,25.20,CAD,1,
54-38,24.05,CAD,1,
38-54,24.05,CAD,1,
53-38,22.85,CAD,1,
38-53,22.85,CAD,1,
52-38,21.50,CAD,1,
38-52,21.50,CAD,1,
51-38,20.50,CAD,1,
38-51,20.50,CAD,1,
46-38,20.65,CAD,1,
38-46,20.65,CAD,1,
45-38,19.40,CAD,1,
38-45,19.40,CAD,1,
44-38,18.65,CAD,1,
38-44,18.65,CAD,1,
43-38,13.00,CAD,1,
38-43,13.00,CAD,1,
42-38,12.45,CAD,1,
38-42,12.45,CAD,1,
41-38,11.25,CAD,1,
38-41,11.25,CAD,1,
39-38,5.65,CAD,1,
38-39,5.65,CAD,1,
38-38,5.30,CAD,1,
1084-37,29.95,CAD,1,
37-1084,29.95,CAD,1,
1083-37,28.00,CAD,1,
37-1083,28.00,CAD,1,
97-37,20.95,CAD,1,
37-97,20.95,CAD,1,
96-37,20.05,CAD,1,
37-96,20.05,CAD,1,
95-37,19.50,CAD,1,
37-95,19.50,CAD,1,
94-37,19.00,CAD,1,
37-94,19.00,CAD,1,
93-37,18.30,CAD,1,
37-93,18.30,CAD,1,
92-37,17.55,CAD,1,
37-92,17.55,CAD,1,
91-37,16.95,CAD,1,
37-91,16.95,CAD,1,
90-37,15.50,CAD,1,
37-90,15.50,CAD,1,
89-37,15.45,CAD,1,
37-89,15.45,CAD,1,
88-37,18.30,CAD,1,
37-88,18.30,CAD,1,
87-37,16.90,CAD,1,
37-87,16.90,CAD,1,
86-37,16.20,CAD,1,
37-86,16.20,CAD,1,
85-37,24.75,CAD,1,
37-85,24.75,CAD,1,
84-37,26.95,CAD,1,
37-84,26.95,CAD,1,
83-37,25.00,CAD,1,
37-83,25.00,CAD,1,
82-37,22.75,CAD,1,
37-82,22.75,CAD,1,
81-37,22.05,CAD,1,
37-81,22.05,CAD,1,
80-37,20.80,CAD,1,
37-80,20.80,CAD,1,
77-37,13.75,CAD,1,
37-77,13.75,CAD,1,
76-37,20.35,CAD,1,
37-76,20.35,CAD,1,
75-37,19.70,CAD,1,
37-75,19.70,CAD,1,
74-37,18.80,CAD,1,
37-74,18.80,CAD,1,
73-37,17.90,CAD,1,
37-73,17.90,CAD,1,
72-37,17.40,CAD,1,
37-72,17.40,CAD,1,
71-37,17.25,CAD,1,
37-71,17.25,CAD,1,
70-37,17.05,CAD,1,
37-70,17.05,CAD,1,
69-37,21.60,CAD,1,
37-69,21.60,CAD,1,
68-37,21.05,CAD,1,
37-68,21.05,CAD,1,
67-37,20.20,CAD,1,
37-67,20.20,CAD,1,
66-37,19.55,CAD,1,
37-66,19.55,CAD,1,
65-37,18.35,CAD,1,
37-65,18.35,CAD,1,
64-37,17.30,CAD,1,
37-64,17.30,CAD,1,
63-37,16.80,CAD,1,
37-63,16.80,CAD,1,
62-37,16.15,CAD,1,
37-62,16.15,CAD,1,
61-37,15.35,CAD,1,
37-61,15.35,CAD,1,
60-37,15.30,CAD,1,
37-60,15.30,CAD,1,
58-37,18.10,CAD,1,
37-58,18.10,CAD,1,
57-37,17.70,CAD,1,
37-57,17.70,CAD,1,
56-37,16.75,CAD,1,
37-56,16.75,CAD,1,
55-37,24.10,CAD,1,
37-55,24.10,CAD,1,
54-37,22.95,CAD,1,
37-54,22.95,CAD,1,
53-37,21.80,CAD,1,
37-53,21.80,CAD,1,
52-37,20.40,CAD,1,
37-52,20.40,CAD,1,
51-37,19.40,CAD,1,
37-51,19.40,CAD,1,
46-37,19.55,CAD,1,
37-46,19.55,CAD,1,
45-37,18.35,CAD,1,
37-45,18.35,CAD,1,
44-37,17.55,CAD,1,
37-44,17.55,CAD,1,
43-37,11.90,CAD,1,
37-43,11.90,CAD,1,
42-37,11.45,CAD,1,
37-42,11.45,CAD,1,
41-37,10.15,CAD,1,
37-41,10.15,CAD,1,
39-37,6.85,CAD,1,
37-39,6.85,CAD,1,
38-37,5.60,CAD,1,
37-38,5.60,CAD,1,
37-37,5.30,CAD,1,
1084-35,28.40,CAD,1,
35-1084,28.40,CAD,1,
1083-35,26.45,CAD,1,
35-1083,26.45,CAD,1,
97-35,19.45,CAD,1,
35-97,19.45,CAD,1,
96-35,18.55,CAD,1,
35-96,18.55,CAD,1,
95-35,18.05,CAD,1,
35-95,18.05,CAD,1,
94-35,17.50,CAD,1,
35-94,17.50,CAD,1,
93-35,16.80,CAD,1,
35-93,16.80,CAD,1,
92-35,16.05,CAD,1,
35-92,16.05,CAD,1,
91-35,15.45,CAD,1,
35-91,15.45,CAD,1,
90-35,14.00,CAD,1,
35-90,14.00,CAD,1,
89-35,13.95,CAD,1,
35-89,13.95,CAD,1,
88-35,16.80,CAD,1,
35-88,16.80,CAD,1,
87-35,15.40,CAD,1,
35-87,15.40,CAD,1,
86-35,14.75,CAD,1,
35-86,14.75,CAD,1,
85-35,23.25,CAD,1,
35-85,23.25,CAD,1,
84-35,25.40,CAD,1,
35-84,25.40,CAD,1,
83-35,23.45,CAD,1,
35-83,23.45,CAD,1,
82-35,21.20,CAD,1,
35-82,21.20,CAD,1,
81-35,20.50,CAD,1,
35-81,20.50,CAD,1,
80-35,19.25,CAD,1,
35-80,19.25,CAD,1,
77-35,12.20,CAD,1,
35-77,12.20,CAD,1,
76-35,18.80,CAD,1,
35-76,18.80,CAD,1,
75-35,18.20,CAD,1,
35-75,18.20,CAD,1,
74-35,17.25,CAD,1,
35-74,17.25,CAD,1,
73-35,16.40,CAD,1,
35-73,16.40,CAD,1,
72-35,15.85,CAD,1,
35-72,15.85,CAD,1,
71-35,15.70,CAD,1,
35-71,15.70,CAD,1,
70-35,15.50,CAD,1,
35-70,15.50,CAD,1,
69-35,20.10,CAD,1,
35-69,20.10,CAD,1,
68-35,19.55,CAD,1,
35-68,19.55,CAD,1,
67-35,18.70,CAD,1,
35-67,18.70,CAD,1,
66-35,18.10,CAD,1,
35-66,18.10,CAD,1,
65-35,16.85,CAD,1,
35-65,16.85,CAD,1,
64-35,15.80,CAD,1,
35-64,15.80,CAD,1,
63-35,15.30,CAD,1,
35-63,15.30,CAD,1,
62-35,14.70,CAD,1,
35-62,14.70,CAD,1,
61-35,13.85,CAD,1,
35-61,13.85,CAD,1,
60-35,13.80,CAD,1,
35-60,13.80,CAD,1,
58-35,16.55,CAD,1,
35-58,16.55,CAD,1,
57-35,16.15,CAD,1,
35-57,16.15,CAD,1,
56-35,15.20,CAD,1,
35-56,15.20,CAD,1,
55-35,22.60,CAD,1,
35-55,22.60,CAD,1,
54-35,21.50,CAD,1,
35-54,21.50,CAD,1,
53-35,20.30,CAD,1,
35-53,20.30,CAD,1,
52-35,18.90,CAD,1,
35-52,18.90,CAD,1,
51-35,17.90,CAD,1,
35-51,17.90,CAD,1,
46-35,18.10,CAD,1,
35-46,18.10,CAD,1,
45-35,16.85,CAD,1,
35-45,16.85,CAD,1,
44-35,16.05,CAD,1,
35-44,16.05,CAD,1,
43-35,10.40,CAD,1,
35-43,10.40,CAD,1,
42-35,9.55,CAD,1,
35-42,9.55,CAD,1,
41-35,8.20,CAD,1,
35-41,8.20,CAD,1,
39-35,9.00,CAD,1,
35-39,9.00,CAD,1,
38-35,8.30,CAD,1,
35-38,8.30,CAD,1,
37-35,6.85,CAD,1,
35-37,6.85,CAD,1,
35-35,5.30,CAD,1,
1084-34,27.55,CAD,1,
34-1084,27.55,CAD,1,
1083-34,25.60,CAD,1,
34-1083,25.60,CAD,1,
97-34,18.60,CAD,1,
34-97,18.60,CAD,1,
96-34,17.65,CAD,1,
34-96,17.65,CAD,1,
95-34,17.15,CAD,1,
34-95,17.15,CAD,1,
94-34,16.65,CAD,1,
34-94,16.65,CAD,1,
93-34,15.90,CAD,1,
34-93,15.90,CAD,1,
92-34,15.20,CAD,1,
34-92,15.20,CAD,1,
91-34,14.55,CAD,1,
34-91,14.55,CAD,1,
90-34,13.15,CAD,1,
34-90,13.15,CAD,1,
89-34,13.10,CAD,1,
34-89,13.10,CAD,1,
88-34,15.90,CAD,1,
34-88,15.90,CAD,1,
87-34,14.50,CAD,1,
34-87,14.50,CAD,1,
86-34,13.85,CAD,1,
34-86,13.85,CAD,1,
85-34,22.40,CAD,1,
34-85,22.40,CAD,1,
84-34,24.55,CAD,1,
34-84,24.55,CAD,1,
83-34,22.60,CAD,1,
34-83,22.60,CAD,1,
82-34,20.40,CAD,1,
34-82,20.40,CAD,1,
81-34,19.65,CAD,1,
34-81,19.65,CAD,1,
80-34,18.45,CAD,1,
34-80,18.45,CAD,1,
77-34,11.40,CAD,1,
34-77,11.40,CAD,1,
76-34,17.95,CAD,1,
34-76,17.95,CAD,1,
75-34,17.35,CAD,1,
34-75,17.35,CAD,1,
74-34,16.45,CAD,1,
34-74,16.45,CAD,1,
73-34,15.55,CAD,1,
34-73,15.55,CAD,1,
72-34,15.05,CAD,1,
34-72,15.05,CAD,1,
71-34,14.90,CAD,1,
34-71,14.90,CAD,1,
70-34,14.70,CAD,1,
34-70,14.70,CAD,1,
69-34,19.20,CAD,1,
34-69,19.20,CAD,1,
68-34,18.70,CAD,1,
34-68,18.70,CAD,1,
67-34,17.80,CAD,1,
34-67,17.80,CAD,1,
66-34,17.20,CAD,1,
34-66,17.20,CAD,1,
65-34,15.95,CAD,1,
34-65,15.95,CAD,1,
64-34,14.95,CAD,1,
34-64,14.95,CAD,1,
63-34,14.40,CAD,1,
34-63,14.40,CAD,1,
62-34,13.80,CAD,1,
34-62,13.80,CAD,1,
61-34,13.00,CAD,1,
34-61,13.00,CAD,1,
60-34,12.95,CAD,1,
34-60,12.95,CAD,1,
58-34,15.70,CAD,1,
34-58,15.70,CAD,1,
57-34,15.35,CAD,1,
34-57,15.35,CAD,1,
56-34,14.35,CAD,1,
34-56,14.35,CAD,1,
55-34,21.75,CAD,1,
34-55,21.75,CAD,1,
54-34,20.60,CAD,1,
34-54,20.60,CAD,1,
53-34,19.40,CAD,1,
34-53,19.40,CAD,1,
52-34,18.05,CAD,1,
34-52,18.05,CAD,1,
51-34,17.05,CAD,1,
34-51,17.05,CAD,1,
46-34,17.20,CAD,1,
34-46,17.20,CAD,1,
45-34,15.95,CAD,1,
34-45,15.95,CAD,1,
44-34,15.20,CAD,1,
34-44,15.20,CAD,1,
43-34,9.15,CAD,1,
34-43,9.15,CAD,1,
42-34,8.60,CAD,1,
34-42,8.60,CAD,1,
41-34,6.85,CAD,1,
34-41,6.85,CAD,1,
39-34,10.25,CAD,1,
34-39,10.25,CAD,1,
38-34,9.20,CAD,1,
34-38,9.20,CAD,1,
37-34,8.05,CAD,1,
34-37,8.05,CAD,1,
35-34,5.60,CAD,1,
34-35,5.60,CAD,1,
34-34,5.30,CAD,1,
1084-33,24.35,CAD,1,
33-1084,24.35,CAD,1,
1083-33,22.40,CAD,1,
33-1083,22.40,CAD,1,
97-33,17.65,CAD,1,
33-97,17.65,CAD,1,
96-33,16.80,CAD,1,
33-96,16.80,CAD,1,
95-33,16.25,CAD,1,
33-95,16.25,CAD,1,
94-33,15.75,CAD,1,
33-94,15.75,CAD,1,
93-33,15.05,CAD,1,
33-93,15.05,CAD,1,
92-33,14.30,CAD,1,
33-92,14.30,CAD,1,
91-33,13.70,CAD,1,
33-91,13.70,CAD,1,
90-33,12.30,CAD,1,
33-90,12.30,CAD,1,
89-33,12.25,CAD,1,
33-89,12.25,CAD,1,
88-33,15.15,CAD,1,
33-88,15.15,CAD,1,
87-33,13.70,CAD,1,
33-87,13.70,CAD,1,
86-33,13.05,CAD,1,
33-86,13.05,CAD,1,
85-33,18.50,CAD,1,
33-85,18.50,CAD,1,
84-33,21.35,CAD,1,
33-84,21.35,CAD,1,
83-33,19.40,CAD,1,
33-83,19.40,CAD,1,
82-33,17.15,CAD,1,
33-82,17.15,CAD,1,
81-33,16.50,CAD,1,
33-81,16.50,CAD,1,
80-33,14.50,CAD,1,
33-80,14.50,CAD,1,
77-33,10.55,CAD,1,
33-77,10.55,CAD,1,
76-33,17.15,CAD,1,
33-76,17.15,CAD,1,
75-33,16.55,CAD,1,
33-75,16.55,CAD,1,
74-33,15.60,CAD,1,
33-74,15.60,CAD,1,
73-33,14.75,CAD,1,
33-73,14.75,CAD,1,
72-33,14.20,CAD,1,
33-72,14.20,CAD,1,
71-33,14.05,CAD,1,
33-71,14.05,CAD,1,
70-33,13.85,CAD,1,
33-70,13.85,CAD,1,
69-33,18.35,CAD,1,
33-69,18.35,CAD,1,
68-33,17.80,CAD,1,
33-68,17.80,CAD,1,
67-33,16.95,CAD,1,
33-67,16.95,CAD,1,
66-33,16.35,CAD,1,
33-66,16.35,CAD,1,
65-33,15.10,CAD,1,
33-65,15.10,CAD,1,
64-33,14.05,CAD,1,
33-64,14.05,CAD,1,
63-33,13.55,CAD,1,
33-63,13.55,CAD,1,
62-33,12.80,CAD,1,
33-62,12.80,CAD,1,
61-33,12.10,CAD,1,
33-61,12.10,CAD,1,
60-33,9.20,CAD,1,
33-60,9.20,CAD,1,
58-33,10.30,CAD,1,
33-58,10.30,CAD,1,
57-33,10.00,CAD,1,
33-57,10.00,CAD,1,
56-33,8.60,CAD,1,
33-56,8.60,CAD,1,
55-33,20.80,CAD,1,
33-55,20.80,CAD,1,
54-33,19.65,CAD,1,
33-54,19.65,CAD,1,
53-33,18.50,CAD,1,
33-53,18.50,CAD,1,
52-33,17.10,CAD,1,
33-52,17.10,CAD,1,
51-33,16.10,CAD,1,
33-51,16.10,CAD,1,
46-33,16.35,CAD,1,
33-46,16.35,CAD,1,
45-33,15.10,CAD,1,
33-45,15.10,CAD,1,
44-33,14.30,CAD,1,
33-44,14.30,CAD,1,
43-33,8.25,CAD,1,
33-43,8.25,CAD,1,
42-33,7.40,CAD,1,
33-42,7.40,CAD,1,
41-33,5.30,CAD,1,
33-41,5.30,CAD,1,
39-33,10.80,CAD,1,
33-39,10.80,CAD,1,
38-33,10.15,CAD,1,
33-38,10.15,CAD,1,
37-33,8.60,CAD,1,
33-37,8.60,CAD,1,
35-33,6.70,CAD,1,
33-35,6.70,CAD,1,
34-33,5.30,CAD,1,
33-34,5.30,CAD,1,
33-33,5.30,CAD,1,
1084-32,22.95,CAD,1,
32-1084,22.95,CAD,1,
1083-32,20.95,CAD,1,
32-1083,20.95,CAD,1,
97-32,16.65,CAD,1,
32-97,16.65,CAD,1,
96-32,15.75,CAD,1,
32-96,15.75,CAD,1,
95-32,15.25,CAD,1,
32-95,15.25,CAD,1,
94-32,14.75,CAD,1,
32-94,14.75,CAD,1,
93-32,14.00,CAD,1,
32-93,14.00,CAD,1,
92-32,13.30,CAD,1,
32-92,13.30,CAD,1,
91-32,12.65,CAD,1,
32-91,12.65,CAD,1,
90-32,11.90,CAD,1,
32-90,11.90,CAD,1,
89-32,11.75,CAD,1,
32-89,11.75,CAD,1,
88-32,14.55,CAD,1,
32-88,14.55,CAD,1,
87-32,13.15,CAD,1,
32-87,13.15,CAD,1,
86-32,12.50,CAD,1,
32-86,12.50,CAD,1,
85-32,16.60,CAD,1,
32-85,16.60,CAD,1,
84-32,19.95,CAD,1,
32-84,19.95,CAD,1,
83-32,17.95,CAD,1,
32-83,17.95,CAD,1,
82-32,15.70,CAD,1,
32-82,15.70,CAD,1,
81-32,15.05,CAD,1,
32-81,15.05,CAD,1,
80-32,12.55,CAD,1,
32-80,12.55,CAD,1,
77-32,10.00,CAD,1,
32-77,10.00,CAD,1,
76-32,16.60,CAD,1,
32-76,16.60,CAD,1,
75-32,15.95,CAD,1,
32-75,15.95,CAD,1,
74-32,15.05,CAD,1,
32-74,15.05,CAD,1,
73-32,14.15,CAD,1,
32-73,14.15,CAD,1,
72-32,13.65,CAD,1,
32-72,13.65,CAD,1,
71-32,11.85,CAD,1,
32-71,11.85,CAD,1,
70-32,13.30,CAD,1,
32-70,13.30,CAD,1,
69-32,17.30,CAD,1,
32-69,17.30,CAD,1,
68-32,16.80,CAD,1,
32-68,16.80,CAD,1,
67-32,15.90,CAD,1,
32-67,15.90,CAD,1,
66-32,15.30,CAD,1,
32-66,15.30,CAD,1,
65-32,14.05,CAD,1,
32-65,14.05,CAD,1,
64-32,13.05,CAD,1,
32-64,13.05,CAD,1,
63-32,12.50,CAD,1,
32-63,12.50,CAD,1,
62-32,11.80,CAD,1,
32-62,11.80,CAD,1,
61-32,11.05,CAD,1,
32-61,11.05,CAD,1,
60-32,7.35,CAD,1,
32-60,7.35,CAD,1,
58-32,9.40,CAD,1,
32-58,9.40,CAD,1,
57-32,8.95,CAD,1,
32-57,8.95,CAD,1,
56-32,8.10,CAD,1,
32-56,8.10,CAD,1,
55-32,19.80,CAD,1,
32-55,19.80,CAD,1,
54-32,18.65,CAD,1,
32-54,18.65,CAD,1,
53-32,17.45,CAD,1,
32-53,17.45,CAD,1,
52-32,16.05,CAD,1,
32-52,16.05,CAD,1,
51-32,15.10,CAD,1,
32-51,15.10,CAD,1,
46-32,15.30,CAD,1,
32-46,15.30,CAD,1,
45-32,14.05,CAD,1,
32-45,14.05,CAD,1,
44-32,13.30,CAD,1,
32-44,13.30,CAD,1,
43-32,9.25,CAD,1,
32-43,9.25,CAD,1,
42-32,8.65,CAD,1,
32-42,8.65,CAD,1,
41-32,6.90,CAD,1,
32-41,6.90,CAD,1,
39-32,11.70,CAD,1,
32-39,11.70,CAD,1,
38-32,11.00,CAD,1,
32-38,11.00,CAD,1,
37-32,9.95,CAD,1,
32-37,9.95,CAD,1,
35-32,8.00,CAD,1,
32-35,8.00,CAD,1,
34-32,6.70,CAD,1,
32-34,6.70,CAD,1,
33-32,5.30,CAD,1,
32-33,5.30,CAD,1,
32-32,5.30,CAD,1,
1084-31,22.35,CAD,1,
31-1084,22.35,CAD,1,
1083-31,20.40,CAD,1,
31-1083,20.40,CAD,1,
97-31,15.60,CAD,1,
31-97,15.60,CAD,1,
96-31,14.70,CAD,1,
31-96,14.70,CAD,1,
95-31,14.15,CAD,1,
31-95,14.15,CAD,1,
94-31,13.65,CAD,1,
31-94,13.65,CAD,1,
93-31,12.95,CAD,1,
31-93,12.95,CAD,1,
92-31,12.20,CAD,1,
31-92,12.20,CAD,1,
91-31,11.60,CAD,1,
31-91,11.60,CAD,1,
90-31,10.25,CAD,1,
31-90,10.25,CAD,1,
89-31,10.20,CAD,1,
31-89,10.20,CAD,1,
88-31,13.70,CAD,1,
31-88,13.70,CAD,1,
87-31,12.25,CAD,1,
31-87,12.25,CAD,1,
86-31,11.65,CAD,1,
31-86,11.65,CAD,1,
85-31,16.45,CAD,1,
31-85,16.45,CAD,1,
84-31,19.35,CAD,1,
31-84,19.35,CAD,1,
83-31,17.40,CAD,1,
31-83,17.40,CAD,1,
82-31,15.15,CAD,1,
31-82,15.15,CAD,1,
81-31,14.45,CAD,1,
31-81,14.45,CAD,1,
80-31,12.50,CAD,1,
31-80,12.50,CAD,1,
77-31,8.65,CAD,1,
31-77,8.65,CAD,1,
76-31,15.75,CAD,1,
31-76,15.75,CAD,1,
75-31,15.15,CAD,1,
31-75,15.15,CAD,1,
74-31,14.20,CAD,1,
31-74,14.20,CAD,1,
73-31,13.35,CAD,1,
31-73,13.35,CAD,1,
72-31,12.80,CAD,1,
31-72,12.80,CAD,1,
71-31,11.65,CAD,1,
31-71,11.65,CAD,1,
70-31,12.45,CAD,1,
31-70,12.45,CAD,1,
69-31,16.20,CAD,1,
31-69,16.20,CAD,1,
68-31,15.70,CAD,1,
31-68,15.70,CAD,1,
67-31,14.85,CAD,1,
31-67,14.85,CAD,1,
66-31,14.20,CAD,1,
31-66,14.20,CAD,1,
65-31,13.00,CAD,1,
31-65,13.00,CAD,1,
64-31,11.95,CAD,1,
31-64,11.95,CAD,1,
63-31,11.45,CAD,1,
31-63,11.45,CAD,1,
62-31,10.80,CAD,1,
31-62,10.80,CAD,1,
61-31,10.00,CAD,1,
31-61,10.00,CAD,1,
60-31,7.35,CAD,1,
31-60,7.35,CAD,1,
58-31,7.40,CAD,1,
31-58,7.40,CAD,1,
57-31,6.95,CAD,1,
31-57,6.95,CAD,1,
56-31,5.30,CAD,1,
31-56,5.30,CAD,1,
55-31,18.75,CAD,1,
31-55,18.75,CAD,1,
54-31,17.60,CAD,1,
31-54,17.60,CAD,1,
53-31,16.45,CAD,1,
31-53,16.45,CAD,1,
52-31,15.05,CAD,1,
31-52,15.05,CAD,1,
51-31,14.05,CAD,1,
31-51,14.05,CAD,1,
46-31,14.20,CAD,1,
31-46,14.20,CAD,1,
45-31,13.00,CAD,1,
31-45,13.00,CAD,1,
44-31,12.20,CAD,1,
31-44,12.20,CAD,1,
43-31,10.25,CAD,1,
31-43,10.25,CAD,1,
42-31,9.40,CAD,1,
31-42,9.40,CAD,1,
41-31,8.05,CAD,1,
31-41,8.05,CAD,1,
39-31,12.80,CAD,1,
31-39,12.80,CAD,1,
38-31,11.65,CAD,1,
31-38,11.65,CAD,1,
37-31,10.60,CAD,1,
31-37,10.60,CAD,1,
35-31,8.65,CAD,1,
31-35,8.65,CAD,1,
34-31,7.45,CAD,1,
31-34,7.45,CAD,1,
33-31,6.60,CAD,1,
31-33,6.60,CAD,1,
32-31,5.30,CAD,1,
31-32,5.30,CAD,1,
31-31,5.30,CAD,1,
1084-30,36.65,CAD,1,
30-1084,36.65,CAD,1,
1083-30,34.65,CAD,1,
30-1083,34.65,CAD,1,
97-30,12.60,CAD,1,
30-97,12.60,CAD,1,
96-30,13.00,CAD,1,
30-96,13.00,CAD,1,
95-30,14.05,CAD,1,
30-95,14.05,CAD,1,
94-30,14.75,CAD,1,
30-94,14.75,CAD,1,
93-30,15.50,CAD,1,
30-93,15.50,CAD,1,
92-30,16.10,CAD,1,
30-92,16.10,CAD,1,
91-30,16.85,CAD,1,
30-91,16.85,CAD,1,
90-30,17.85,CAD,1,
30-90,17.85,CAD,1,
89-30,17.90,CAD,1,
30-89,17.90,CAD,1,
88-30,15.50,CAD,1,
30-88,15.50,CAD,1,
87-30,17.30,CAD,1,
30-87,17.30,CAD,1,
86-30,17.90,CAD,1,
30-86,17.90,CAD,1,
85-30,30.75,CAD,1,
30-85,30.75,CAD,1,
84-30,33.65,CAD,1,
30-84,33.65,CAD,1,
83-30,31.65,CAD,1,
30-83,31.65,CAD,1,
82-30,29.45,CAD,1,
30-82,29.45,CAD,1,
81-30,28.75,CAD,1,
30-81,28.75,CAD,1,
80-30,26.80,CAD,1,
30-80,26.80,CAD,1,
77-30,18.80,CAD,1,
30-77,18.80,CAD,1,
76-30,26.30,CAD,1,
30-76,26.30,CAD,1,
75-30,25.70,CAD,1,
30-75,25.70,CAD,1,
74-30,24.75,CAD,1,
30-74,24.75,CAD,1,
73-30,23.90,CAD,1,
30-73,23.90,CAD,1,
72-30,23.40,CAD,1,
30-72,23.40,CAD,1,
71-30,18.90,CAD,1,
30-71,18.90,CAD,1,
70-30,23.00,CAD,1,
30-70,23.00,CAD,1,
69-30,27.45,CAD,1,
30-69,27.45,CAD,1,
68-30,26.90,CAD,1,
30-68,26.90,CAD,1,
67-30,26.00,CAD,1,
30-67,26.00,CAD,1,
66-30,25.45,CAD,1,
30-66,25.45,CAD,1,
65-30,24.20,CAD,1,
30-65,24.20,CAD,1,
64-30,23.10,CAD,1,
30-64,23.10,CAD,1,
63-30,22.65,CAD,1,
30-63,22.65,CAD,1,
62-30,22.00,CAD,1,
30-62,22.00,CAD,1,
61-30,21.20,CAD,1,
30-61,21.20,CAD,1,
60-30,19.40,CAD,1,
30-60,19.40,CAD,1,
58-30,23.90,CAD,1,
30-58,23.90,CAD,1,
57-30,23.55,CAD,1,
30-57,23.55,CAD,1,
56-30,22.60,CAD,1,
30-56,22.60,CAD,1,
55-30,21.15,CAD,1,
30-55,21.15,CAD,1,
54-30,20.00,CAD,1,
30-54,20.00,CAD,1,
53-30,18.80,CAD,1,
30-53,18.80,CAD,1,
52-30,17.45,CAD,1,
